ID_SINALIZACAO_SEMAFORICA;COD_SINALIZACAO_SEMAFORICA;NOME;TP_TRAVESSIA_PEDESTRE;BOTOEIRA;BOTOEIRA_SONORA;LACO_DETECTOR_VEICULAR;QTD_TR_C_FOCO;QTD_TR_S_FOCO;GEOMETRIA
3;S1003;AUGUSTO DOS ANJOS - CARLOS ALBERTO;Travessia Total;Não;Não;Não;6;0;POINT (606986.71 7808183.89)
4;S1004;DOIS - GUIDO LEAO;Travessia sem Foco de Pedestre;Não;Não;Não;0;0;POINT (609827.69 7810622.98)
5;S1005;DOUTOR ALVARO CAMARGOS - JOAO SAMAHA;Travessia Parcial;Não;Não;Não;5;0;POINT (608620.00 7807148.61)
6;S1006;DOUTOR ALVARO CAMARGOS - SAO PEDRO DO AVAI;Travessia Incompleta;Não;Não;Não;3;1;POINT (608543.21 7807139.18)
7;S1007;DOUTOR ALVARO CAMARGOS - DORIVAL - NORTE;Travessia Parcial;Não;Não;Não;3;0;POINT (607901.33 7807213.94)
8;S1009;DOUTOR ALVARO CAMARGOS - MINISTRO OLIVEIRA SALAZAR;Travessia Parcial;Não;Não;Não;1;0;POINT (607977.21 7807296.09)
9;S1010;ERICO VERISSIMO - AUGUSTO DOS SANTOS;Travessia Total;Não;Não;Não;9;0;POINT (607070.41 7808182.19)
10;S1011;ERICO VERISSIMO - CORONEL CANCIO DE ALBUQUERQUE;Travessia sem Foco de Pedestre;Não;Não;Não;0;1;POINT (607861.26 7808657.24)
11;S1012;ERICO VERISSIMO - DESEMBARGADOR ONOFRE MENDES JUNIOR;Travessia Incompleta;Não;Não;Não;2;1;POINT (607621.08 7808704.40)
12;S1013;ERICO VERISSIMO - FARMACEUTICO RAUL MACHADO - ENGENHEIRO JOSE GUIMARAES;Travessia Total;Não;Não;Não;4;0;POINT (607750.07 7808691.48)
13;S1014;ERICO VERISSIMO - FREI OTTO - CLELIA;Travessia Total;Não;Não;Não;6;0;POINT (606833.91 7807592.89)
14;S1015;ERICO VERISSIMO - JOAO BERNARDO MAGALHAES - DONA BINA;Travessia Total;Não;Não;Não;6;0;POINT (606861.71 7807659.18)
15;S1016;LEONTINO FRANCISCO ALVES (PASSAGEM DE PEDESTRES);Somente Pedestre;Não;Não;Não;1;0;POINT (609540.52 7810449.09)
16;S1017;VILARINHO - AMEIXEIRAS;Travessia Incompleta;Não;Não;Não;1;0;POINT (609852.67 7808094.89)
17;S1019;PADRE PEDRO PINTO - 12 DE OUTUBRO;Travessia Incompleta;Não;Não;Não;4;0;POINT (609622.84 7808160.55)
18;S1068;VILARINHO - SHOPPING NORTE;Somente Pedestre;Não;Não;Não;2;0;POINT (609552.11 7808544.86)
19;S1059;VILARINHO - EDGARD TORRES;Travessia Parcial;Não;Não;Não;5;0;POINT (609029.42 7808925.09)
20;S1061;VILARINHO - HYLDEU S. FIGUEIREDO;Travessia Incompleta;Não;Não;Não;4;1;POINT (608615.44 7809051.78)
21;S1066;VILARINHO - MEDEIA -  6;Travessia Incompleta;Não;Não;Não;4;1;POINT (608491.27 7809151.99)
22;S1023;PADRE PEDRO PINTO - CAMARGOS;Travessia Total;Não;Não;Não;6;0;POINT (604880.09 7810009.56)
23;S1052;VILARINHO - ALFREDO SANTOS NEVES;Travessia Parcial;Não;Não;Não;3;0;POINT (608104.92 7809318.10)
24;S1054;VILARINHO - BALEARES;Travessia Incompleta;Não;Não;Não;3;2;POINT (607845.78 7809610.57)
25;S1021;PADRE PEDRO PINTO - BALEARES;Travessia Incompleta;Não;Não;Não;6;0;POINT (607772.86 7809592.34)
26;S1027;PADRE PEDRO PINTO - DONA GENI;Travessia Total;Não;Não;Não;7;1;POINT (605074.34 7809998.14)
27;S1030;PADRE PEDRO PINTO - FARMACEUTICO RAUL MACHADO;Travessia Parcial;Não;Não;Não;5;0;POINT (608010.41 7809271.04)
28;S1029;PADRE PEDRO PINTO - EMILIA MARZANO MATIAS;Travessia Total;Não;Não;Não;6;0;POINT (606214.01 7809938.54)
29;S1018;PADRE PEDRO PINTO - WELLINGTON PEIXOTO PONTES - VALTER CAMPOLINA DINIZ;Travessia Incompleta;Não;Não;Não;3;0;POINT (608391.32 7809006.89)
30;S1031;PADRE PEDRO PINTO - HYLDEU S. FIGUEIREDO;Travessia Parcial;Não;Não;Não;2;0;POINT (608543.28 7808914.49)
32;S1033;PADRE PEDRO PINTO - LUZIA SALOMAO;Travessia Incompleta;Não;Não;Não;2;1;POINT (606933.91 7809902.63)
33;S1034;PADRE PEDRO PINTO - MENEZES;Travessia sem Foco de Pedestre;Não;Não;Não;0;3;POINT (604688.67 7810020.99)
34;S1035;PEDRO I - ANTONIO ROCHA (UNIMED);Somente Pedestre;Não;Não;Não;4;0;POINT (609465.78 7807653.61)
35;S1036;PEDRO I - CARLYLE GUIMARAES CARDOSO;Somente Pedestre;Não;Não;Não;4;0;POINT (609334.49 7807480.05)
36;S1037;PEDRO I - CARMO DO PARANAIBA - DESEMBARGADOR MILTON REIS;Somente Pedestre;Não;Não;Não;4;0;POINT (608489.53 7806554.58)
37;S1038;PEDRO I - DOUTOR AMERICO GASPARINI;Travessia Parcial;Não;Não;Não;4;0;POINT (608906.70 7807229.85)
38;S1039;PEDRO I - EUGENIO VOLPINI;Somente Pedestre;Não;Não;Não;4;0;POINT (609046.24 7807319.33)
39;S1040;PEDRO I - GAL. OLIMPIO MOURAO FILHO;Travessia Incompleta;Não;Não;Não;4;0;POINT (608830.14 7807163.29)
40;S1041;PEDRO I - JOAO SAMAHA;Travessia Incompleta;Não;Não;Não;4;0;POINT (608670.51 7806947.34)
41;S1042;PEDRO I - MONTE CASSINO;Somente Pedestre;Não;Não;Não;4;0;POINT (608204.57 7805939.69)
42;S1043;PEDRO I - MONTE CASTELO;Somente Pedestre;Não;Não;Não;4;0;POINT (608296.10 7806135.16)
43;S1044;PEDRO I - MONTESE;Somente Pedestre;Não;Não;Não;4;0;POINT (608387.94 7806333.73)
44;S1045;PEDRO I - PADRE PEDRO PINTO - DR. CRISTIANO GUIMARAES;Travessia Incompleta;Não;Não;Não;2;1;POINT (609676.98 7807928.20)
45;S1046;PORTUGAL - DO MEL;Travessia Incompleta;Não;Não;Não;1;1;POINT (607808.50 7805581.32)
46;S1020;PADRE PEDRO PINTO - ANTONIO RODRIGUES FROES;Travessia Incompleta;Não;Não;Não;4;0;POINT (607972.67 7809320.59)
47;S1064;VILARINHO - MACON RIBEIRO;Travessia Incompleta;Não;Não;Não;5;0;POINT (609727.65 7808214.71)
48;S1047;VILARINHO - DOUTOR ALVARO CAMARGOS;Travessia Incompleta;Não;Não;Não;2;0;POINT (609769.28 7808149.60)
49;S1025;PADRE PEDRO PINTO - CASCALHEIRA;Travessia Parcial;Não;Não;Não;3;0;POINT (609273.71 7808539.82)
50;S1057;VILARINHO - CASCALHEIRA;Somente Pedestre;Não;Não;Não;4;1;POINT (609375.83 7808726.74)
51;S1026;PADRE PEDRO PINTO - DOMINGOS GROSSO - DA MATRIZ;Travessia Total;Não;Não;Não;4;0;POINT (609440.44 7808436.52)
52;S1055;VILARINHO - BERNARDO FERREIRA DA CRUZ;Travessia Incompleta;Não;Não;Não;3;0;POINT (609623.92 7808417.83)
53;S1053;VILARINHO - ANTONIO JOSE DE OLIVEIRA;Travessia Incompleta;Não;Não;Não;3;0;POINT (609243.86 7808804.72)
54;S1069;VILARINHO - TORREMOLINOS;Travessia Parcial;Não;Não;Não;3;1;POINT (608018.55 7809438.34)
55;S1065;VILARINHO - MARECHAL FALCONIERE;Travessia Parcial;Não;Não;Não;5;0;POINT (607745.93 7809843.36)
56;S1032;PADRE PEDRO PINTO - IRINEU PINTO - FREDERICO KNIPP;Travessia Total;Não;Não;Não;6;0;POINT (609142.37 7808608.81)
57;S1058;VILARINHO - MALIBU (ENTRADA FAMINAS);Travessia Incompleta;Não;Não;Não;3;0;POINT (610030.15 7807976.90)
58;S1022;PADRE PEDRO PINTO - BERNARDO FERREIRA DA CRUZ;Travessia Parcial;Não;Não;Não;2;0;POINT (609535.69 7808348.38)
59;S1067;VILARINHO - SANDRA B. AMORIM;Travessia Incompleta;Não;Não;Não;4;1;POINT (607532.29 7809973.88)
60;S1062;VILARINHO - LIEGE;Travessia Incompleta;Não;Não;Não;5;1;POINT (607627.12 7809934.80)
61;S1060;VILARINHO - ELIAS ANTONIO ISSA;Travessia Incompleta;Não;Não;Não;2;1;POINT (607869.66 7809567.82)
62;S1063;VILARINHO - LUZIA SALOMAO;Travessia Incompleta;Não;Não;Não;2;1;POINT (606779.65 7810144.33)
63;S1028;PADRE PEDRO PINTO - ELIAS ANTONIO ISSA;Travessia Parcial;Não;Não;Não;3;0;POINT (607800.45 7809552.70)
64;S1056;VILARINHO - BRUXELAS;Travessia Parcial;Não;Não;Não;3;0;POINT (607795.61 7809784.29)
65;S1049;VILARINHO - AC02 (PEDESTRE);Somente Pedestre;Não;Não;Não;2;0;POINT (609456.21 7808658.69)
66;S1050;VILARINHO - AC03 (PEDESTRE);Somente Pedestre;Não;Não;Não;2;0;POINT (608890.92 7808970.19)
67;S1051;VILARINHO - AC04 (PEDESTRE);Somente Pedestre;Não;Não;Não;2;0;POINT (608338.81 7809199.69)
68;S1048;VILARINHO - AC01 (PEDESTRE);Somente Pedestre;Não;Não;Não;2;0;POINT (609670.72 7808323.69)
69;S1070;VILARINHO - PEDRO I (ENTRADA TRINCHEIRA);Travessia Incompleta;Não;Não;Não;2;0;POINT (609819.71 7808112.48)
70;S8114;TEREZA CRISTINA - BOM SUCESSO;Travessia Parcial;Não;Não;Não;3;0;POINT (608418.26 7797377.87)
71;S1072;PADRE PEDRO PINTO - GAVEA (PASSAGEM DE PEDESTRES);Somente Pedestre;Não;Não;Não;2;0;POINT (605296.22 7809987.34)
72;S1073;MALIBU - ESTA?aO VILARINHO - PASSAGEM DE PEDESTRES;Somente Pedestre;Não;Não;Não;2;0;POINT (610279.81 7808097.21)
73;S1074;ALCA PEDRO I - VILARINHO;Somente Pedestre;Não;Não;Não;2;0;POINT (609966.32 7808033.15)
74;S1075;VILARINHO - JOAO FERREIRA DA SILVA;Travessia Parcial;Não;Não;Não;6;0;POINT (605828.91 7810062.36)
75;S1076;PADRE PEDRO PINTO - LUCAS EVANGELISTA PRATA;Somente Pedestre;Sim;Não;Não;2;2;POINT (607535.45 7809802.83)
76;S1077;VILARINHO - ALUISIO TEIXEIRA DIAS;Somente Pedestre;Não;Não;Não;2;0;POINT (606061.80 7810208.49)
77;S5002;BERNARDO VASCONCELOS - CACHOEIRINHA - CLARA NUNES;Travessia Parcial;Não;Não;Não;5;1;POINT (610967.54 7801083.88)
78;S2002;CIDADE ADMINISTRATIVA;Travessia Total;Não;Não;Não;2;0;POINT (609761.71 7811703.39)
79;S2003;CRISTIANO MACHADO - ESTA?AO VILARINHO (RETORNO);Travessia sem Foco de Pedestre;Não;Não;Não;0;0;POINT (610260.34 7808297.97)
80;S2004;CRISTIANO MACHADO - SARAMENHA;Travessia Parcial;Não;Não;Não;2;1;POINT (611686.93 7805445.95)
81;S2005;CRISTIANO MACHADO - SEBASTIAO DE BRITO I;Travessia Parcial;Não;Não;Não;5;1;POINT (611648.24 7803668.41)
82;S2006;CRISTIANO MACHADO - SEBASTIAO DE BRITO II;Travessia Incompleta;Não;Não;Não;2;1;POINT (611553.11 7803908.06)
83;S2007;CRISTIANO MACHADO - VILARINHO;Travessia Incompleta;Não;Não;Não;3;0;POINT (610508.66 7807724.40)
85;S2009;CRISTIANO MACHADO - WALDOMIRO LOBO (SARAMENHA);Travessia Parcial;Não;Não;Não;4;0;POINT (611758.81 7805188.75)
86;S2010;DR.CRISTIANO GUIMARAES - GAL. OLIMPIO MOURAO FILHO;Travessia Incompleta;Não;Não;Não;5;3;POINT (609352.02 7806443.36)
87;S2011;MARIA AMELIA MAIA - JOSE ALVES DOS REIS;Somente Pedestre;Não;Não;Não;1;0;POINT (610609.24 7805298.15)
88;S2012;PORTUGAL - DR.CRISTIANO GUIMARAES;Travessia sem Foco de Pedestre;Não;Não;Não;0;4;POINT (609848.47 7805870.24)
89;S2013;RISOLETA NEVES (VIA 240) - SANTA MARIA;Travessia sem Foco de Pedestre;Não;Não;Não;0;2;POINT (613531.68 7805071.87)
90;S2014;RISOLETA NEVES (VIA 240) - SARAMENHA;Travessia Incompleta;Não;Não;Não;1;0;POINT (613626.79 7805244.99)
91;S2015;RISOLETA NEVES (VIA 240) - SARAMENHA (PASSAGEM DE PEDESTRES - B-C);Somente Pedestre;Não;Não;Não;2;0;POINT (613557.70 7805178.35)
92;S2016;RISOLETA NEVES (VIA 240) - SARAMENHA (PASSAGEM DE PEDESTRES - C-B);Somente Pedestre;Não;Não;Não;1;1;POINT (613592.65 7805138.51)
93;S2017;RODOVIA PREFEITO AMERICO GIANETTI (MG10) - GABIROBAS;Travessia Incompleta;Não;Não;Não;4;0;POINT (609971.84 7808298.64)
94;S2018;SARAMENHA - ANTONIO BANDEIRA;Travessia Total;Não;Não;Não;5;0;POINT (613271.33 7805364.88)
95;S2019;SARAMENHA - BENEDITO XAVIER;Travessia Total;Não;Não;Não;7;0;POINT (613340.18 7805321.04)
96;S2020;SARAMENHA - CLOVIS DE CASTRO;Travessia Total;Não;Não;Não;7;0;POINT (612178.21 7805707.90)
97;S2021;SARAMENHA - FURQUIM VERNECK;Travessia Parcial;Não;Não;Não;6;0;POINT (612901.90 7805707.47)
98;S2022;SARAMENHA - JOAQUIM CLEMENTE;Travessia Incompleta;Não;Não;Não;3;0;POINT (611875.74 7805542.43)
99;S2023;SARAMENHA - JOSE CLEMENTE;Travessia Incompleta;Não;Não;Não;4;0;POINT (612594.86 7805806.94)
100;S4059;SERRANA - PROFESSOR CLOVIS SALGADO;Travessia Incompleta;Não;Não;Não;4;0;POINT (603269.20 7802286.61)
101;S2025;WALDOMIRO LOBO - PASTOR SALATIEL;Somente Pedestre;Não;Não;Não;2;0;POINT (611507.95 7805145.40)
102;S2026;ALDEMIRO FERNANDES TORRES - MARIA MARTINS;Travessia sem Foco de Pedestre;Não;Não;Não;0;0;POINT (610209.82 7808627.19)
103;S2027;BENEDITO XAVIER - MONSENHOR MESSIAS;Somente Pedestre;Não;Não;Não;2;0;POINT (612691.12 7804043.58)
104;S2028;WALDOMIRO LOBO - SIRI - 1587;Travessia Incompleta;Não;Não;Não;4;0;POINT (612046.68 7805197.73)
750;S7346;PROF. ANTONIO ALEIXO - MARILIA DE DIRCEU;Travessia Total;Não;Não;Não;4;0;POINT (610383.16 7795566.88)
751;S7347;PROF. ANTONIO ALEIXO - RIO DE JANEIRO;Travessia Total;Não;Não;Não;4;0;POINT (610655.92 7795495.19)
752;S7348;PROF. ANTONIO ALEIXO - SANTA CATARINA;Travessia Incompleta;Não;Não;Não;2;0;POINT (610248.11 7795603.83)
753;S7349;PROFESSOR MORAES - ANTONIO DE ALBUQUERQUE;Somente Pedestre;Não;Não;Não;1;1;POINT (611799.67 7794898.99)
754;S7350;PROFESSOR MORAES - DOS INCONFIDENTES;Travessia Incompleta;Não;Não;Não;2;1;POINT (611870.71 7795171.55)
755;S7351;PROFESSOR MORAES - TOME DE SOUZA;Somente Pedestre;Não;Não;Não;2;1;POINT (611834.83 7795036.90)
756;S7352;PRUDENTE DE MORAIS - ANTONIO DIAS;Travessia Incompleta;Não;Não;Não;2;1;POINT (609992.15 7794313.51)
757;S7353;PRUDENTE DE MORAIS - CARAMURU;Somente Pedestre;Não;Não;Não;2;1;POINT (609972.22 7794588.99)
758;S7354;PRUDENTE DE MORAIS - CARLOS GOMES;Somente Pedestre;Sim;Não;Não;2;1;POINT (610026.21 7794471.02)
759;S7355;PRUDENTE DE MORAIS - CARVALHO DE ALMEIDA;Travessia Incompleta;Não;Não;Não;3;0;POINT (610117.78 7794912.17)
760;S7356;PRUDENTE DE MORAIS - GENTIOS;Travessia Incompleta;Não;Não;Não;3;1;POINT (609972.16 7794089.55)
761;S7357;PRUDENTE DE MORAIS - GUAICUI;Travessia Incompleta;Não;Não;Não;4;1;POINT (609947.84 7794182.45)
762;S7358;PRUDENTE DE MORAIS - GUILHERME DE ALMEIDA;Travessia Incompleta;Não;Não;Não;4;0;POINT (610081.44 7793915.41)
763;S7359;PRUDENTE DE MORAIS - JOAQUIM MURTINHO;Travessia Parcial;Não;Não;Não;4;0;POINT (610154.24 7795034.86)
764;S7360;PRUDENTE DE MORAIS - MADALENA SOFIA;Travessia Parcial;Não;Não;Não;3;0;POINT (610028.85 7793999.68)
765;S7361;PRUDENTE DE MORAIS - MARABA;Travessia Parcial;Não;Não;Não;3;0;POINT (609951.77 7794240.74)
766;S7362;PRUDENTE DE MORAIS - NUNES VIEIRA;Travessia Incompleta;Não;Não;Não;1;0;POINT (609974.86 7794555.50)
244;S3026;CICERO IDELFONSO - BACURI;Travessia Incompleta;Sim;Não;Sim;3;0;POINT (604821.26 7796448.03)
245;S3027;CICERO IDELFONSO - MARQUES LAVRADIO;Travessia Incompleta;Não;Não;Não;3;1;POINT (604621.10 7796455.96)
246;S3028;CICERO IDELFONSO - NOGUEIRA DA GAMA;Travessia Incompleta;Não;Não;Não;3;0;POINT (604506.91 7796433.87)
247;S4056;SANTA TEREZINHA - CONCEI?AO DA APARECIDA;Travessia sem Foco de Pedestre;Não;Não;Não;0;4;POINT (604530.84 7802524.94)
248;S3030;DOM BRAZ BALTAZAR - TREVO - CONSELHEIRO LUIZ BARBOSA;Travessia Incompleta;Não;Não;Não;1;3;POINT (608083.69 7799071.97)
249;S3031;DOM JOSE GASPAR - CORA?AO EUCARISTICO (PORTARIA PRINCIPAL PUC);Travessia Parcial;Não;Não;Não;2;0;POINT (605513.78 7796515.30)
250;S3032;DOM JOSE GASPAR - ESTACIONAMENTO PUC;Travessia sem Foco de Pedestre;Sim;Não;Não;0;1;POINT (605456.80 7796438.29)
251;S3033;DOM LUCIO ANTUNES - CORA?AO EUCARISTICO;Travessia Parcial;Não;Não;Não;3;0;POINT (605644.59 7796488.40)
252;S3034;ESPINOSA - JAGUARI - CAPITOLIO;Travessia Incompleta;Não;Não;Não;1;4;POINT (609151.91 7798562.54)
253;S3035;FLOR DAS PEDRAS - FLOR DA REDEN?AO;Somente Pedestre;Sim;Não;Não;1;0;POINT (606083.12 7799053.00)
255;S3037;HERACLITO MOURAO DE MIRANDA - JABAQUARA;Travessia sem Foco de Pedestre;Não;Não;Não;0;1;POINT (603955.34 7800747.54)
256;S3038;HERACLITO MOURAO DE MIRANDA - SYLVIO MENICUCCI - TOCANTINS;Travessia sem Foco de Pedestre;Não;Não;Não;0;5;POINT (603996.45 7800944.87)
258;S3040;IMPERIAL - MONTE VERDE;Travessia Incompleta;Não;Não;Não;2;0;POINT (603593.44 7800245.79)
259;S3041;IMPERIAL - SAO MATIAS;Travessia sem Foco de Pedestre;Não;Não;Não;0;3;POINT (603351.43 7800455.32)
260;S3042;IMPERIAL - VERONICA;Travessia sem Foco de Pedestre;Não;Não;Não;0;2;POINT (603235.18 7800540.50)
261;S8115;TEREZA CRISTINA - CONJUNTO VISTA ALEGRE III (PEDESTRE);Somente Pedestre;Sim;Não;Não;3;2;POINT (606440.81 7795739.22)
262;S3044;IVAI - ANDRELANDIA;Travessia Incompleta;Não;Não;Não;2;1;POINT (604496.32 7797909.59)
263;S3045;IVAI - ARAPORA;Travessia sem Foco de Pedestre;Não;Não;Não;0;3;POINT (604771.74 7797795.48)
264;S3046;IVAI - BRIGADEIRO EDUARDO GOMES;Travessia Incompleta;Não;Não;Não;3;1;POINT (604445.23 7797965.73)
265;S3047;IVAI - ITAU;Travessia Incompleta;Não;Não;Não;2;2;POINT (605296.55 7797745.98)
266;S3048;IVAI - ITOBI DO OESTE;Travessia sem Foco de Pedestre;Não;Não;Não;0;3;POINT (604964.92 7797754.47)
267;S3049;JOAO PAULO I - LEONIL PRATA;Travessia sem Foco de Pedestre;Não;Não;Não;0;6;POINT (604249.32 7799927.96)
268;S3050;MONTE SANTO - PADRE EUSTAQUIO;Travessia sem Foco de Pedestre;Não;Não;Não;0;2;POINT (608429.98 7797927.87)
269;S3051;MONTE SANTO - TRES PONTAS;Travessia sem Foco de Pedestre;Não;Não;Não;0;1;POINT (608411.89 7797997.02)
270;S3052;NOSSA SENHORA DE FATIMA - JAGUARI;Travessia Parcial;Não;Não;Não;3;0;POINT (609687.16 7797641.92)
271;S3053;NOSSA SENHORA DE FATIMA - PADRE EUSTAQUIO;Somente Pedestre;Não;Não;Não;2;0;POINT (609492.76 7797576.20)
272;S3054;NOSSA SENHORA DE FATIMA - PE?ANHA;Travessia Parcial;Não;Não;Não;3;0;POINT (610282.20 7797699.96)
273;S3055;OLINTO MAGALHAES - BARTOLOMEU DE GUSMAO;Somente Pedestre;Não;Não;Não;1;0;POINT (606005.41 7797756.17)
274;S3056;OLINTO MAGALHAES - CORONEL JULIO MURTA;Travessia sem Foco de Pedestre;Não;Não;Não;0;2;POINT (606550.42 7797699.85)
275;S3057;OLINTO MAGALHAES - LORENA;Travessia Incompleta;Não;Não;Não;2;0;POINT (606315.91 7797709.37)
276;S3058;PADRE EUSTAQUIO - BOM SUCESSO;Somente Pedestre;Não;Não;Não;2;0;POINT (608352.23 7797908.52)
277;S3059;PADRE EUSTAQUIO - CASTIGLIANO;Travessia sem Foco de Pedestre;Não;Não;Não;0;3;POINT (607232.46 7797595.51)
278;S3060;PADRE EUSTAQUIO - CEZARIO ALVIM;Travessia Incompleta;Não;Não;Não;2;1;POINT (607342.60 7797591.94)
279;S3061;PADRE EUSTAQUIO - COSTA SENA;Travessia Incompleta;Não;Não;Não;2;1;POINT (606899.21 7797608.77)
280;S3062;PADRE EUSTAQUIO - FREDERICO BRACHER JUNIOR;Somente Pedestre;Não;Não;Não;1;1;POINT (607959.25 7797673.42)
281;S3063;PADRE EUSTAQUIO - HENRIQUE GORCEIX;Travessia Incompleta;Não;Não;Não;2;1;POINT (606788.41 7797612.57)
282;S3064;PADRE EUSTAQUIO - INGAI;Travessia Incompleta;Não;Não;Não;2;0;POINT (607650.84 7797568.35)
283;S3065;PADRE EUSTAQUIO - JANDAIA;Travessia sem Foco de Pedestre;Não;Não;Não;0;2;POINT (607759.55 7797604.82)
284;S3066;PADRE EUSTAQUIO - PROGRESSO;Travessia Incompleta;Não;Não;Não;2;0;POINT (607120.10 7797601.32)
285;S3067;PADRE EUSTAQUIO - SABINOPOLIS;Travessia Incompleta;Não;Não;Não;1;1;POINT (608770.54 7797914.12)
538;S7134;BRASIL - ALVARES MACIEL - GRAO PARA;Travessia Parcial;Não;Não;Não;7;0;POINT (612809.06 7796514.15)
539;S7135;BRASIL - CARANDAI - BERNARDO MONTEIRO;Travessia Total;Não;Não;Não;7;0;POINT (612122.57 7796118.00)
540;S7136;BRASIL - CEARA;Somente Pedestre;Não;Não;Não;3;0;POINT (612284.32 7796213.26)
541;S7137;BRASIL - FRANCISCO SALES;Travessia Total;Não;Não;Não;9;0;POINT (612465.86 7796317.76)
542;S7138;BRASIL - PERNAMBUCO;Travessia Incompleta;Não;Não;Não;4;0;POINT (611605.95 7795819.68)
543;S7139;BRASIL - PRA?A DA LIBERDADE;Travessia Total;Não;Não;Não;7;0;POINT (611170.51 7795565.58)
544;S7140;BRASIL - RIO GRANDE DO NORTE;Travessia Parcial;Não;Não;Não;4;0;POINT (611942.06 7796014.17)
545;S7141;BRASIL - SERGIPE;Travessia Incompleta;Não;Não;Não;3;0;POINT (611260.93 7795618.48)
546;S7142;CAETES - GUARANI;Travessia Incompleta;Não;Não;Não;4;0;POINT (610716.22 7797518.27)
547;S7143;CAETES - RIO DE JANEIRO;Somente Pedestre;Não;Não;Não;1;2;POINT (611156.72 7797390.94)
548;S7144;CAETES - SAO PAULO;Travessia Total;Não;Não;Não;4;0;POINT (611021.59 7797427.29)
549;S7145;CARANDAI - ALFREDO BALENA - PERNAMBUCO;Travessia Parcial;Não;Não;Não;4;0;POINT (611716.93 7796227.23)
550;S7146;CARANDAI - RIO GRANDE DO NORTE;Travessia Incompleta;Não;Não;Não;2;1;POINT (611987.41 7796154.07)
551;S7147;CARANGOLA - CONGONHAS;Travessia Incompleta;Não;Não;Não;2;0;POINT (610663.44 7794468.71)
552;S7148;CARANGOLA - DESEMBARGADOR ALFREDO ALBUQUERQUE;Travessia Total;Não;Não;Não;4;0;POINT (610721.56 7794678.04)
553;S7149;CHICAGO - GRAO MOGOL;Travessia Parcial;Não;Não;Não;2;0;POINT (611397.22 7793395.56)
554;S7150;CHICAGO - VENEZUELA;Travessia Incompleta;Não;Não;Não;4;0;POINT (611262.32 7793431.66)
555;S7151;CONDE DE LINHARES - CARVALHO DE ALMEIDA;Travessia Parcial;Não;Não;Não;3;0;POINT (609909.92 7794872.86)
556;S7152;CONDE DE LINHARES - JOSAFA BELO;Travessia Incompleta;Não;Não;Não;1;3;POINT (609999.06 7795202.80)
557;S7153;CONDE DE LINHARES - OLIMPIO DE ASSIS;Travessia sem Foco de Pedestre;Não;Não;Não;0;1;POINT (609942.16 7794991.86)
558;S7154;CONSUL ANTONIO CADAR - PROFESSOR CANDIDO HOLANDA;Somente Pedestre;Sim;Não;Não;4;0;POINT (609848.30 7793279.29)
559;S7155;CONSUL ANTONIO CADAR - PROFESSOR JOSE RENAULT;Travessia Incompleta;Não;Não;Sim;4;4;POINT (609846.78 7793194.79)
560;S7156;CONTORNO (ASSOCIA?AO MINEIRA DOS PARAPLEGICOS);Somente Pedestre;Não;Não;Não;2;0;POINT (612663.31 7796843.30)
561;S7157;CONTORNO - 21 DE ABRIL;Travessia Parcial;Sim;Não;Não;5;0;POINT (610822.98 7797805.15)
562;S7158;CONTORNO - ALAGOAS;Travessia Total;Não;Não;Não;6;0;POINT (611185.27 7794773.50)
563;S7159;CONTORNO - ALMIRANTE ALEXANDRINO;Travessia Total;Não;Não;Não;6;0;POINT (609278.93 7795764.86)
564;S7160;CONTORNO - ALVARENGA PEIXOTO;Travessia Parcial;Não;Não;Não;4;0;POINT (609058.70 7796204.88)
565;S7161;CONTORNO - ALVARES MACIEL;Travessia Parcial;Não;Não;Não;4;0;POINT (613078.33 7796442.24)
566;S7162;CONTORNO - ANDRADAS (FLORESTA);Travessia Parcial;Não;Não;Não;5;0;POINT (611566.64 7797569.29)
567;S7163;CONTORNO - ANDRADAS (PERRELA);Travessia Total;Não;Não;Não;10;0;POINT (612591.31 7796890.26)
568;S7164;CONTORNO - ANDRE CAVALCANTI;Travessia Incompleta;Não;Não;Não;1;0;POINT (609502.92 7795514.35)
569;S7165;CONTORNO - ANTERO DA SILVEIRA;Travessia Incompleta;Não;Não;Não;5;0;POINT (611925.84 7794846.32)
570;S7166;CONTORNO - ARAGUARI;Travessia Incompleta;Não;Não;Não;3;1;POINT (610059.27 7797188.08)
572;S7168;CONTORNO - AUGUSTO DE LIMA;Travessia Total;Não;Sim;Não;9;0;POINT (609181.66 7797035.29)
573;S7169;CONTORNO - BAHIA - CARANGOLA;Travessia Parcial;Não;Não;Não;4;0;POINT (610778.66 7794877.40)
574;S7170;CONTORNO - BAHIA - JANUARIA;Travessia Total;Não;Não;Não;3;0;POINT (611499.78 7797581.47)
575;S7171;CONTORNO - BARBACENA - TEREZA CRISTINA (SENTIDO CALAFATE);Somente Pedestre;Não;Não;Não;1;0;POINT (609177.50 7797135.87)
576;S7172;CONTORNO - BARBACENA - TEREZA CRISTINA (SENTIDO CENTRO);Travessia Parcial;Não;Não;Não;5;1;POINT (609174.29 7797134.64)
577;S7173;CONTORNO - BERNARDO GUIMARAES;Travessia Incompleta;Sim;Não;Não;3;1;POINT (612557.33 7795568.80)
578;S7174;CONTORNO - CARANDAI - CAMOES;Travessia Parcial;Não;Não;Não;4;3;POINT (612795.58 7795932.86)
